   1.0114504e-01	   4.7042254e-01	
   1.0305344e-01	   4.7042254e-01	
   1.0496183e-01	   4.7605634e-01	
   1.0687023e-01	   4.8450704e-01	
   1.0877863e-01	   4.9295775e-01	
   1.1068702e-01	   5.0140845e-01	
   1.1259542e-01	   5.0704225e-01	
   1.1450382e-01	   5.1267606e-01	
   1.1641221e-01	   5.1830986e-01	
   1.1832061e-01	   5.2394366e-01	
   1.2022901e-01	   5.3239437e-01	
   1.2213740e-01	   5.4084507e-01	
   1.2404580e-01	   5.4647887e-01	
   1.2595420e-01	   5.5492958e-01	
   1.2786260e-01	   5.6338028e-01	
   1.2977099e-01	   5.6901408e-01	
   1.3167939e-01	   5.7464789e-01	
   1.3358779e-01	   5.8028169e-01	
   1.3549618e-01	   5.8591549e-01	
   1.3740458e-01	   5.9436620e-01	
   1.3931298e-01	   6.0281690e-01	
   1.4122137e-01	   6.1126761e-01	
   1.4312977e-01	   6.1971831e-01	
   1.4503817e-01	   6.2816901e-01	
   1.4694656e-01	   6.3661972e-01	
   1.4885496e-01	   6.4225352e-01	
   1.5076336e-01	   6.5070423e-01	
   1.5267176e-01	   6.5915493e-01	
   1.5458015e-01	   6.6478873e-01	
   1.5648855e-01	   6.7042254e-01	
   1.5839695e-01	   6.7605634e-01	
   1.6030534e-01	   6.8169014e-01	
   1.6221374e-01	   6.9014085e-01	
   1.6412214e-01	   6.9859155e-01	
   1.6603053e-01	   7.0422535e-01	
   1.6793893e-01	   7.1267606e-01	
   1.6984733e-01	   7.2112676e-01	
   1.7175573e-01	   7.2676056e-01	
   1.7366412e-01	   7.3239437e-01	
   1.7557252e-01	   7.3802817e-01	
   1.7748092e-01	   7.4366197e-01	
   1.7938931e-01	   7.5211268e-01	
   1.8129771e-01	   7.6338028e-01	
   1.8320611e-01	   7.7464789e-01	
   1.8511450e-01	   7.8028169e-01	
   1.8702290e-01	   7.7464789e-01	
   1.8893130e-01	   7.6619718e-01	
   1.9083969e-01	   7.6056338e-01	
   1.9274809e-01	   7.5211268e-01	
   1.9465649e-01	   7.4366197e-01	
   1.9656489e-01	   7.3521127e-01	
   1.9847328e-01	   7.2957746e-01	
   2.0038168e-01	   7.2112676e-01	
   2.0229008e-01	   7.1267606e-01	
   2.0419847e-01	   7.0422535e-01	
   2.0610687e-01	   6.9859155e-01	
   2.0801527e-01	   6.9014085e-01	
   2.0992366e-01	   6.8169014e-01	
   2.1183206e-01	   6.7605634e-01	
   2.1374046e-01	   6.7042254e-01	
   2.1564885e-01	   6.6478873e-01	
   2.1755725e-01	   6.5915493e-01	
   2.1946565e-01	   6.5070423e-01	
   2.2137405e-01	   6.4225352e-01	
   2.2328244e-01	   6.3661972e-01	
   2.2519084e-01	   6.2816901e-01	
   2.2709924e-01	   6.1971831e-01	
   2.2900763e-01	   6.1126761e-01	
   2.3091603e-01	   6.0563380e-01	
   2.3282443e-01	   6.0000000e-01	
   2.3473282e-01	   5.9436620e-01	
   2.3664122e-01	   5.8591549e-01	
   2.3854962e-01	   5.7746479e-01	
   2.4045802e-01	   5.7183099e-01	
   2.4236641e-01	   5.6338028e-01	
   2.4427481e-01	   5.5492958e-01	
   2.4618321e-01	   5.4647887e-01	
   2.4809160e-01	   5.4084507e-01	
   2.5000000e-01	   5.3239437e-01	
   2.5190840e-01	   5.2394366e-01	
   2.5381679e-01	   5.1830986e-01	
   2.5572519e-01	   5.1267606e-01	
   2.5763359e-01	   5.0704225e-01	
   2.5954198e-01	   5.0140845e-01	
   2.6145038e-01	   4.9295775e-01	
   2.6335878e-01	   4.8450704e-01	
   2.6526718e-01	   4.7605634e-01	
   2.6717557e-01	   4.6760563e-01	
   2.6908397e-01	   4.5352113e-01	
   2.7099237e-01	   4.0281690e-01	
   2.7290076e-01	   4.0281690e-01	
   2.7480916e-01	   4.0281690e-01	
   2.7671756e-01	   4.0281690e-01	
   2.7862595e-01	   4.0281690e-01	
   2.8053435e-01	   4.1971831e-01	
   2.8244275e-01	   4.1408451e-01	
   2.8435115e-01	   4.0563380e-01	
   2.8625954e-01	   3.9718310e-01	
   2.8816794e-01	   3.8873239e-01	
   2.9007634e-01	   3.8309859e-01	
   2.9198473e-01	   3.7464789e-01	
   2.9389313e-01	   3.6619718e-01	
   2.9580153e-01	   3.6056338e-01	
   2.9770992e-01	   3.5492958e-01	
   2.9961832e-01	   3.4929577e-01	
   3.0152672e-01	   3.4366197e-01	
   3.0343511e-01	   3.3521127e-01	
   3.0534351e-01	   3.2676056e-01	
   3.0725191e-01	   3.1830986e-01	
   3.0916031e-01	   3.0985915e-01	
   3.1106870e-01	   3.0140845e-01	
   3.1297710e-01	   2.9577465e-01	
   3.1488550e-01	   2.9014085e-01	
   3.1679389e-01	   2.8450704e-01	
   3.1870229e-01	   2.7887324e-01	
   3.2061069e-01	   2.7042254e-01	
   3.2251908e-01	   2.6197183e-01	
   3.2442748e-01	   2.5633803e-01	
   3.2633588e-01	   2.4788732e-01	
   3.2824427e-01	   2.3943662e-01	
   3.3015267e-01	   2.3098592e-01	
   3.3206107e-01	   2.2535211e-01	
   3.3396947e-01	   2.1690141e-01	
   3.3587786e-01	   2.0845070e-01	
   3.3778626e-01	   2.0281690e-01	
   3.3969466e-01	   1.9718310e-01	
   3.4160305e-01	   1.9154930e-01	
   3.4351145e-01	   1.8591549e-01	
   3.4541985e-01	   1.7746479e-01	
   3.4732824e-01	   1.6901408e-01	
   3.4923664e-01	   1.5774648e-01	
   3.5114504e-01	   1.4929577e-01	
   3.5305344e-01	   1.4929577e-01	
   3.5496183e-01	   1.4929577e-01	
   3.5687023e-01	   1.5774648e-01	
   3.5877863e-01	   1.6619718e-01	
   3.6068702e-01	   1.7183099e-01	
   3.6259542e-01	   1.7746479e-01	
   3.6450382e-01	   1.8591549e-01	
   3.6641221e-01	   1.9436620e-01	
   3.6832061e-01	   2.0000000e-01	
   3.7022901e-01	   2.0845070e-01	
   3.7213740e-01	   2.1690141e-01	
   3.7404580e-01	   2.2253521e-01	
   3.7595420e-01	   2.2816901e-01	
   3.7786260e-01	   2.3380282e-01	
   3.7977099e-01	   2.3943662e-01	
   3.8167939e-01	   2.4788732e-01	
   3.8358779e-01	   2.5633803e-01	
   3.8549618e-01	   2.6197183e-01	
   3.8740458e-01	   2.7042254e-01	
   3.8931298e-01	   2.7887324e-01	
   3.9122137e-01	   2.8732394e-01	
